alert,alpha,country,crop,cutoff,field_id,group,index,look,look_gdd,null_calibration_n,policy,prediction,pvalue,scale,score,target,true_low
0,,Argentina,soybean,2.4290585041046144,Argentina_DUP1_farm14_field114_soybean_2022,Argentina|soybean,9,1,950.9159057617187,216,naive,3.6523276109832494,0.423963133640553,0.9308805978787991,-0.9848293106656949,4.077847957611084,0
0,0.05,Argentina,soybean,2.4290585041046144,Argentina_DUP1_farm14_field114_soybean_2022,Argentina|soybean,9,1,950.9159057617187,216,marginal_05,3.6523276109832494,0.423963133640553,0.9308805978787991,-0.9848293106656949,4.077847957611084,0
0,0.016666666666666666,Argentina,soybean,2.4290585041046144,Argentina_DUP1_farm14_field114_soybean_2022,Argentina|soybean,9,1,950.9159057617187,216,bonferroni_equal,3.6523276109832494,0.423963133640553,0.9308805978787991,-0.9848293106656949,4.077847957611084,0
0,0.01,Argentina,soybean,2.4290585041046144,Argentina_DUP1_farm14_field114_soybean_2022,Argentina|soybean,9,1,950.9159057617187,216,alpha_spending,3.6523276109832494,0.423963133640553,0.9308805978787991,-0.9848293106656949,4.077847957611084,0
0,,Argentina,corn,6.163111209869385,Argentina_DUP1_farm14_field117_corn_2023,Argentina|corn,12,1,926.3756591796874,216,naive,7.446437520375054,0.1336405529953917,2.256165256396584,-0.42275171244967485,7.169715881347656,0
0,0.05,Argentina,corn,6.163111209869385,Argentina_DUP1_farm14_field117_corn_2023,Argentina|corn,12,1,926.3756591796874,216,marginal_05,7.446437520375054,0.1336405529953917,2.256165256396584,-0.42275171244967485,7.169715881347656,0
0,0.016666666666666666,Argentina,corn,6.163111209869385,Argentina_DUP1_farm14_field117_corn_2023,Argentina|corn,12,1,926.3756591796874,216,bonferroni_equal,7.446437520375054,0.1336405529953917,2.256165256396584,-0.42275171244967485,7.169715881347656,0
0,0.01,Argentina,corn,6.163111209869385,Argentina_DUP1_farm14_field117_corn_2023,Argentina|corn,12,1,926.3756591796874,216,alpha_spending,7.446437520375054,0.1336405529953917,2.256165256396584,-0.42275171244967485,7.169715881347656,0
0,,Argentina,soybean,2.4290585041046144,Argentina_DUP1_farm15_field125_soybean_2018,Argentina|soybean,20,1,950.9159057617187,216,naive,3.8218028542670344,0.5345622119815668,0.9087032427186904,-1.1212704143276302,3.900073528289795,0
0,0.05,Argentina,soybean,2.4290585041046144,Argentina_DUP1_farm15_field125_soybean_2018,Argentina|soybean,20,1,950.9159057617187,216,marginal_05,3.8218028542670344,0.5345622119815668,0.9087032427186904,-1.1212704143276302,3.900073528289795,0
0,0.016666666666666666,Argentina,soybean,2.4290585041046144,Argentina_DUP1_farm15_field125_soybean_2018,Argentina|soybean,20,1,950.9159057617187,216,bonferroni_equal,3.8218028542670344,0.5345622119815668,0.9087032427186904,-1.1212704143276302,3.900073528289795,0
0,0.01,Argentina,soybean,2.4290585041046144,Argentina_DUP1_farm15_field125_soybean_2018,Argentina|soybean,20,1,950.9159057617187,216,alpha_spending,3.8218028542670344,0.5345622119815668,0.9087032427186904,-1.1212704143276302,3.900073528289795,0
0,,Argentina,soybean,2.4290585041046144,Argentina_DUP1_farm15_field135_soybean_2019,Argentina|soybean,26,1,950.9159057617187,216,naive,3.7874191811087954,0.5253456221198156,0.9252219576663563,-1.0935888118542485,3.92604660987854,0
0,0.05,Argentina,soybean,2.4290585041046144,Argentina_DUP1_farm15_field135_soybean_2019,Argentina|soybean,26,1,950.9159057617187,216,marginal_05,3.7874191811087954,0.5253456221198156,0.9252219576663563,-1.0935888118542485,3.92604660987854,0
0,0.016666666666666666,Argentina,soybean,2.4290585041046144,Argentina_DUP1_farm15_field135_soybean_2019,Argentina|soybean,26,1,950.9159057617187,216,bonferroni_equal,3.7874191811087954,0.5253456221198156,0.9252219576663563,-1.0935888118542485,3.92604660987854,0
0,0.01,Argentina,soybean,2.4290585041046144,Argentina_DUP1_farm15_field135_soybean_2019,Argentina|soybean,26,1,950.9159057617187,216,alpha_spending,3.7874191811087954,0.5253456221198156,0.9252219576663563,-1.0935888118542485,3.92604660987854,0
0,,Argentina,soybean,2.4290585041046144,Argentina_DUP1_farm15_field144_soybean_2020,Argentina|soybean,34,1,950.9159057617187,216,naive,3.4638473531468827,0.3087557603686636,0.8647142097223303,-0.8330876527138134,3.5069212913513184,0
0,0.05,Argentina,soybean,2.4290585041046144,Argentina_DUP1_farm15_field144_soybean_2020,Argentina|soybean,34,1,950.9159057617187,216,marginal_05,3.4638473531468827,0.3087557603686636,0.8647142097223303,-0.8330876527138134,3.5069212913513184,0
0,0.016666666666666666,Argentina,soybean,2.4290585041046144,Argentina_DUP1_farm15_field144_soybean_2020,Argentina|soybean,34,1,950.9159057617187,216,bonferroni_equal,3.4638473531468827,0.3087557603686636,0.8647142097223303,-0.8330876527138134,3.5069212913513184,0
