alert,alpha,calibration_cell,calibration_n,country,crop,cutoff,field_id,group,index,look,look_gdd,method,policy,prediction,quantile_rank,scale,target,true_low,upper
0,,,,Argentina,soybean,2.4290585041046144,Argentina_DUP1_farm14_field114_soybean_2022,Argentina|soybean,9,1,950.9159057617187,,naive,3.6523276109832494,,0.9308805978787991,4.077847957611084,0,3.6523276109832494
0,,,,Argentina,corn,6.163111209869385,Argentina_DUP1_farm14_field117_corn_2023,Argentina|corn,12,1,926.3756591796874,,naive,7.446437520375054,,2.256165256396584,7.169715881347656,0,7.446437520375054
0,,,,Argentina,soybean,2.4290585041046144,Argentina_DUP1_farm15_field125_soybean_2018,Argentina|soybean,20,1,950.9159057617187,,naive,3.8218028542670344,,0.9087032427186904,3.900073528289795,0,3.8218028542670344
0,,,,Argentina,soybean,2.4290585041046144,Argentina_DUP1_farm15_field135_soybean_2019,Argentina|soybean,26,1,950.9159057617187,,naive,3.7874191811087954,,0.9252219576663563,3.92604660987854,0,3.7874191811087954
0,,,,Argentina,soybean,2.4290585041046144,Argentina_DUP1_farm15_field144_soybean_2020,Argentina|soybean,34,1,950.9159057617187,,naive,3.4638473531468827,,0.8647142097223303,3.5069212913513184,0,3.4638473531468827
0,,,,Argentina,soybean,2.4290585041046144,Argentina_DUP1_farm15_field150_soybean_2021,Argentina|soybean,39,1,950.9159057617187,,naive,3.9111573862918894,,0.8555808490267754,5.143073081970215,0,3.9111573862918894
0,,,,Argentina,soybean,2.4290585041046144,Argentina_DUP1_farm15_field154_soybean_2022,Argentina|soybean,41,1,950.9159057617187,,naive,4.334405157526725,,0.7866102278886595,5.319962501525879,0,4.334405157526725
0,,,,Argentina,soybean,2.4290585041046144,Argentina_DUP1_farm16_field157_soybean_2023,Argentina|soybean,43,1,950.9159057617187,,naive,2.9093464106370677,,1.1340780391830207,1.2494542598724365,1,2.9093464106370677
0,,,,Argentina,soybean,2.4290585041046144,Argentina_DUP1_farm17_field168_soybean_2018,Argentina|soybean,54,1,950.9159057617187,,naive,3.5895144048826055,,0.8617528754334197,1.223634123802185,1,3.5895144048826055
0,,,,Argentina,soybean,2.4290585041046144,Argentina_DUP1_farm17_field169_soybean_2019,Argentina|soybean,55,1,950.9159057617187,,naive,4.202368828035433,,1.0762427927939284,4.524634838104248,0,4.202368828035433
0,,,,Argentina,soybean,2.4290585041046144,Argentina_DUP1_farm17_field182_soybean_2019,Argentina|soybean,66,1,950.9159057617187,,naive,3.9283918394494632,,0.8513867255668,4.038310527801514,0,3.9283918394494632
0,,,,Argentina,soybean,2.4290585041046144,Argentina_DUP1_farm17_field183_soybean_2021,Argentina|soybean,67,1,950.9159057617187,,naive,3.121125228793753,,0.9599848543683427,2.280846118927002,1,3.121125228793753
0,,,,Argentina,soybean,2.4290585041046144,Argentina_DUP1_farm17_field189_soybean_2021,Argentina|soybean,70,1,950.9159057617187,,naive,3.4268183972177115,,1.159037360145248,1.8797327280044556,1,3.4268183972177115
0,,,,Argentina,soybean,2.4290585041046144,Argentina_DUP1_farm19_field196_soybean_2022,Argentina|soybean,76,1,950.9159057617187,,naive,3.9429918480189765,,1.0116092497103524,5.2486891746521,0,3.9429918480189765
0,,,,Argentina,corn,6.163111209869385,Argentina_DUP1_farm19_field197_corn_2022,Argentina|corn,77,1,926.3756591796874,,naive,10.27667539882032,,2.6093176097786768,12.48502254486084,0,10.27667539882032
0,,,,Argentina,corn,6.163111209869385,Argentina_DUP1_farm19_field198_corn_2022,Argentina|corn,78,1,926.3756591796874,,naive,10.829499639852772,,2.1234847067760403,13.68151569366455,0,10.829499639852772
0,,,,Argentina,soybean,2.4290585041046144,Argentina_DUP1_farm23_field218_soybean_2019,Argentina|soybean,99,1,950.9159057617187,,naive,3.9942920955600245,,1.0650788599128749,2.855816602706909,0,3.9942920955600245
